,asin,product name,ratings,reviews,helpful,date,Unnamed: 6,target,text
10,1524763136,Becoming,5,"

  Awful!

","1,094",10-Dec-18,,p,"

  Awful!

"
11,1524763136,Becoming,1,"

  Self-congratulatory and conveniently missing a few events.

","1,041",12-Dec-18,,n,"

  Self-congratulatory and conveniently missing a few events.

"
12,1524763136,Becoming,5,"

  Boring and predictable.  She’s Not what a working woman you’d imagine would be portrayed as.  She’s entitled and while she ties to comes off as a great American she said she never was proud of this country until....remember?

",818,14-Dec-18,,p,"

  Boring and predictable.  She’s Not what a working woman you’d imagine would be portrayed as.  She’s entitled and while she ties to comes off as a great American she said she never was proud of this country until....remember?

"
13,1524763136,Becoming,5,"

  Terrible!!

",747,10-Dec-18,,p,"

  Terrible!!

"
14,1524763136,Becoming,5,"

  What a joke.

",659,11-Dec-18,,p,"

  What a joke.

"
15,1524763136,Becoming,1,"

  I wouldn’t read this trash even it was free. Huge ZERO plus rating.

",611,12-Dec-18,,n,"

  I wouldn’t read this trash even it was free. Huge ZERO plus rating.

"
16,1524763136,Becoming,1,"

  I enjoyed the entire book. Thank you for writing it!  I truly believe many young girls will read the book and know they can live with honor like you.

",586,17-Nov-18,,n,"

  I enjoyed the entire book. Thank you for writing it!  I truly believe many young girls will read the book and know they can live with honor like you.

"
17,1524763136,Becoming,1,"

  Not a good book!

",561,19-Dec-18,,n,"

  Not a good book!

"
18,1524763136,Becoming,1,"

  I have to agree with some of the other critical reviews- this book is very self congratulatory and overall on the dull side. It was hard to get through in its entirety.

",586,13-Dec-18,,n,"

  I have to agree with some of the other critical reviews- this book is very self congratulatory and overall on the dull side. It was hard to get through in its entirety.

"
19,1524763136,Becoming,1,"

  The rating is strictly for the production of the book and not the content. I decided to purchase a couple of copies for my Mother and I. I have the book on audible and wanted a hard copy to write notes in. In the picture you’ll notice that there is a hint of ink on a number of the pages. I took a picture of the following pages for comparison. You can’t read them at all or some pages are so faint that if you hold a bright light, like the flash of my camera, you can see the print. I’m obviously returning these copies and hoping the replacements don’t turn out the same.

",626,4-Dec-18,,n,"

  The rating is strictly for the production of the book and not the content. I decided to purchase a couple of copies for my Mother and I. I have the book on audible and wanted a hard copy to write notes in. In the picture you’ll notice that there is a hint of ink on a number of the pages. I took a picture of the following pages for comparison. You can’t read them at all or some pages are so faint that if you hold a bright light, like the flash of my camera, you can see the print. I’m obviously returning these copies and hoping the replacements don’t turn out the same.

"
20,1524763136,Becoming,1,"

  Awful just awful

",510,11-Dec-18,,n,"

  Awful just awful

"
21,1524763136,Becoming,1,"

  Was a joy to experience Mrs. Obama’s perspective on current events and revelation of her past (and present) life experiences. She’s open, honest and forthcoming. Fantastic read. You’ll enjoy it.

",460,13-Nov-18,,n,"

  Was a joy to experience Mrs. Obama’s perspective on current events and revelation of her past (and present) life experiences. She’s open, honest and forthcoming. Fantastic read. You’ll enjoy it.

"
22,1524763136,Becoming,1,"

  If you're into leftist PR, this should be your cup of tea. If not, buy the latest sci-fi novel, there's more truth in there.

",434,19-Feb-19,,n,"

  If you're into leftist PR, this should be your cup of tea. If not, buy the latest sci-fi novel, there's more truth in there.

"
23,1524763136,Becoming,1,"

  not worth reading

",458,12-Dec-18,,n,"

  not worth reading

"
24,1524763136,Becoming,1,"

  I started reading and couldn't put it down, finishing it literally 24 hrs after delivery.  Michelle Robinson Obama's story is one of challenges met, hard work tempered with good sense, and above all, how a few key people in a life can support a young girl and elevate her, so that she, in turn, can elevate others.  It is a wonderful, heartfelt, true story of HOPE in a world gone far too cynical.

",422,14-Nov-18,,n,"

  I started reading and couldn't put it down, finishing it literally 24 hrs after delivery.  Michelle Robinson Obama's story is one of challenges met, hard work tempered with good sense, and above all, how a few key people in a life can support a young girl and elevate her, so that she, in turn, can elevate others.  It is a wonderful, heartfelt, true story of HOPE in a world gone far too cynical.

"
25,1524763136,Becoming,1,"

  Self serving and predictable. Dont waste the time.

",449,13-Dec-18,,n,"

  Self serving and predictable. Dont waste the time.

"
26,1524763136,Becoming,5,"

  I was amazed reading this book. It tells the unbelievable transition Michael made to become the first lady. A great read for the whole family.

",441,13-Nov-18,,p,"

  I was amazed reading this book. It tells the unbelievable transition Michael made to become the first lady. A great read for the whole family.

"
27,1524763136,Becoming,5,"

  Not written well at all and a lot of things are lies.

",423,12-Dec-18,,p,"

  Not written well at all and a lot of things are lies.

"
28,1524763136,Becoming,1,"

  Don't waste your money.

",392,11-Dec-18,,n,"

  Don't waste your money.

"
29,1524763136,Becoming,1,"

  Stuck to the book. The reading is so pleasant. Reading the Preface I laugh, got intense and cried, can’t wait to continue reading.  I love her even more!

",353,14-Nov-18,,n,"

  Stuck to the book. The reading is so pleasant. Reading the Preface I laugh, got intense and cried, can’t wait to continue reading.  I love her even more!

"
30,1524763136,Becoming,5,"

  I've always been an Independent Voter. I have no bias against Michelle Obama, or negativism to say about her role as First Lady.  However, I found her book to be grossly arrogant in its content and attempts at self-promotion...the very opposite portrayal of her wish to identify with, ""us ordinary women,"" that she tries so hard to convey to her readers. Her latest appearance and comments on, The Jimmy Fallon Show, about sending the current First Lady a, ""Bye Felicia wish,"" was very telling about her lack of truthfulness in her book about always choosing, ""to go high,"" when she communicates messages to other disagreeing Americans. It was a rude and undignified comment, and I was embarrassed for her. She slipped at that very moment, and the world saw the truth behind the curtain of what type of woman she truthfully is in reality. She owes the current First Lady an apology.  I will not recommend this book, because of its untruthful representation.

",373,20-Dec-18,,p,"

  I've always been an Independent Voter. I have no bias against Michelle Obama, or negativism to say about her role as First Lady.  However, I found her book to be grossly arrogant in its content and attempts at self-promotion...the very opposite portrayal of her wish to identify with, ""us ordinary women,"" that she tries so hard to convey to her readers. Her latest appearance and comments on, The Jimmy Fallon Show, about sending the current First Lady a, ""Bye Felicia wish,"" was very telling about her lack of truthfulness in her book about always choosing, ""to go high,"" when she communicates messages to other disagreeing Americans. It was a rude and undignified comment, and I was embarrassed for her. She slipped at that very moment, and the world saw the truth behind the curtain of what type of woman she truthfully is in reality. She owes the current First Lady an apology.  I will not recommend this book, because of its untruthful representation.

"
31,1524763136,Becoming,1,"

  Discs were defective. All static.

",347,24-Nov-18,,n,"

  Discs were defective. All static.

"
32,1524763136,Becoming,1,"

  Not what I expected, horribly written. Very uninteresting.

",323,31-Dec-18,,n,"

  Not what I expected, horribly written. Very uninteresting.

"
33,1524763136,Becoming,5,"

  waste

",344,10-Dec-18,,p,"

  waste

"
34,1524763136,Becoming,1,"

  Dull, uneventful and unrelateable.

",341,11-Dec-18,,n,"

  Dull, uneventful and unrelateable.

"
35,1524763136,Becoming,5,"

  This a book that is difficult to resist, the writing is sublime. Michelle Obama has a way with words, this is one of the most fascinating and informative books I have read this yearThere is a great deal to admire about Michelle Obama. A young woman brought up on the other side of the tracks in Chicago, went to Princeton and then Harvard for her law degree, and became the First Lady Of The United States. Some of her success was due to luck, but most is due to her intelligence and her hard work. As a woman and a black woman, she had to work three times as hard as a man, and she proved her worth.Michelle Obama tells us she is writing this book to inspire the next generation. She knows how important role models are, especially for young women of color in a culture that isn’t changing fast enough. She says in her book , ‘Here I am, I have got a lot to say.’ Her book is divided into three sections-:’Becoming Me,” “Becoming Us”, and “Becoming More”.  What we find in these pages is a woman opening herself and her world to us. This is a book so well written, with such honesty and integrity, I felt like I was trusted with her secrets.She starts by talking about her upbringing, her life in Chicago, a family who showed such love and at the same time showed her that using her intellect to move herself forward was the right path. Off to Princeton where she was a minority for the first time, learning to navigate in a white world. Then to Harvard to study law, and her first job, where she met her future husband, Barack Obama.Then the life of a married woman, working full time, wanting a family and finally succeeding via InVitroFertilization. Her husband was into politics and was often not home, so Michelle was the parent. Some resentment, and couples therapy helped them through their rough spots. Political life is difficult and the statements by some were hurtful, and she names names. The scrutiny and constraints were a lesson she quickly learned, and went onto become one of the most beloved First Ladies.Now, Michelle Obama, has her real life back, and she is discovering who she wants to be. Malia and Sasha are settling into their lives with plans of their own. Michelle Obama has no love for politics, and she will never seek a political office. Michelle, Barack and the girls are llooking toward to the future.Michelle Obama is telling the truth of her life, she grew up surrounded by love in a city, Chicago, she loves, onward to an education that took her far. She has everything she wanted, family, a husband she loves, and now she is looking at her next adventure.  An autobiography I urge everyone to read. This is a book of the year.

",298,13-Nov-18,,p,"

  This a book that is difficult to resist, the writing is sublime. Michelle Obama has a way with words, this is one of the most fascinating and informative books I have read this yearThere is a great deal to admire about Michelle Obama. A young woman brought up on the other side of the tracks in Chicago, went to Princeton and then Harvard for her law degree, and became the First Lady Of The United States. Some of her success was due to luck, but most is due to her intelligence and her hard work. As a woman and a black woman, she had to work three times as hard as a man, and she proved her worth.Michelle Obama tells us she is writing this book to inspire the next generation. She knows how important role models are, especially for young women of color in a culture that isn’t changing fast enough. She says in her book , ‘Here I am, I have got a lot to say.’ Her book is divided into three sections-:’Becoming Me,” “Becoming Us”, and “Becoming More”.  What we find in these pages is a woman opening herself and her world to us. This is a book so well written, with such honesty and integrity, I felt like I was trusted with her secrets.She starts by talking about her upbringing, her life in Chicago, a family who showed such love and at the same time showed her that using her intellect to move herself forward was the right path. Off to Princeton where she was a minority for the first time, learning to navigate in a white world. Then to Harvard to study law, and her first job, where she met her future husband, Barack Obama.Then the life of a married woman, working full time, wanting a family and finally succeeding via InVitroFertilization. Her husband was into politics and was often not home, so Michelle was the parent. Some resentment, and couples therapy helped them through their rough spots. Political life is difficult and the statements by some were hurtful, and she names names. The scrutiny and constraints were a lesson she quickly learned, and went onto become one of the most beloved First Ladies.Now, Michelle Obama, has her real life back, and she is discovering who she wants to be. Malia and Sasha are settling into their lives with plans of their own. Michelle Obama has no love for politics, and she will never seek a political office. Michelle, Barack and the girls are llooking toward to the future.Michelle Obama is telling the truth of her life, she grew up surrounded by love in a city, Chicago, she loves, onward to an education that took her far. She has everything she wanted, family, a husband she loves, and now she is looking at her next adventure.  An autobiography I urge everyone to read. This is a book of the year.

"
36,1524763136,Becoming,1,"

  Not worth reading, lots of hype but definitely nothing special.

",335,12-Dec-18,,n,"

  Not worth reading, lots of hype but definitely nothing special.

"
